full_text_comments,full_text_comments_preprocessed
@dinopattidjalal @Kemlu_RI @Menlu_RI Sikat aja Pak Dino Telanjangi dan kuliti semua inkompetensi kebijakan luar negeri memalukan Pak Prabowo dan anak titipan nya ini si Sugiono https://t.co/q9ZB21R5DX,sikat dino telanjang kulit inkompetensi bijak negeri malu prabowo anak titip sugiono
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah perasaan pak menlu sugiono udah bersuara deh kemaren. https://t.co/yBBYQAEzWn,asa menlu sugiono udah suara kemaren
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan2 pak @prabowo blum tahu berita ttg penangkapan Presiden Maduro oleh USA ini ya? Soalnya kok saya blum dengar bliau berkomentar soal ini .,blum berita ttg tangkap presiden maduro usa blum dengar bliau komentar
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan2 pak @prabowo blum tahu berita ttg penangkapan Presiden Maduro oleh USA ini ya? Soalnya kok saya blum dengar bliau berkomentar soal ini .,blum berita ttg tangkap presiden maduro usa blum dengar bliau komentar
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg anda harapkan dari pemerintah yg sudah memberikan 0% pajak dan memberikan akses penuh terhadap kekayaan mineral tembaga Indonesia kpd Trump ? https://t.co/jgGi8VFk7F,harap perintah pajak akses penuh kaya mineral tembaga indonesia kpd trump
@dinopattidjalal @Kemlu_RI @Menlu_RI Kami juga se Kecamatan heran..! https://t.co/4uXKVQUHBM,camat heran
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Hpnya di-setting mode kids jadi yang keluar cuma pororo,hpnya setting mode kids pororo
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/4s2WbQp8ty,
@dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Mau bersuara keras pada Amerika? Mau berharap apa dari presiden dgn mental spt ini? https://t.co/cPjEnIeihb,suara keras amerika harap presiden dgn mental spt
@dinopattidjalal @Kemlu_RI @Menlu_RI Sama perang tarif aja pemerintah Kita takut pak apalagi sampai berani keras seperti Maduro ke AS; mana mungkin.,perang tarif perintah takut berani keras maduro
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Menlu lagi ngurusin Pilkada.. mungkin nanti Menteri pertanian yg bakal menyampaikan sikap Indonesia soal serangan USA ke Venezuela,menlu ngurusin pilkada menteri tani sikap indonesia serang usa venezuela
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh Diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional https://t.co/TCh76woZMJ,harap kemenlu pimpin diplomat karir kenyam asam garam tempa alam dunia diplomasi internasional
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh Diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional https://t.co/TCh76woZMJ,harap kemenlu pimpin diplomat karir kenyam asam garam tempa alam dunia diplomasi internasional
@dinopattidjalal @Kemlu_RI @Menlu_RI pak saya sebagai warga sipil dan ga pernah mencelupkan diri ke dunia pemerintahan jujur nyerah sih pak. kayak capek selahirbatinduniaakhirat sama pejabat2 indonesia sekarang. udah di titik malas kritik. cuman bisa retweet dan share yang urgent aja.,warga sipil celup dunia perintah jujur nyerah sih kayak capek selahirbatinduniaakhirat jabat indonesia udah titik malas kritik cuman retweet share urgent
@dinopattidjalal @Kemlu_RI @Menlu_RI Presidennya si pangkatnya jendral kalau pidato uuhhh sangat berapi-api kalau soal antek asing sambil gebrak-gebrak meja. Ga taunya ga lebih kaya ayam sayur.,presiden pangkat jendral pidato uuhhh rap api antek asing gebrak gebrak meja tau kaya ayam sayur
@dinopattidjalal @vaniepink @Kemlu_RI @Menlu_RI Krn Menlu RI saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden.,krn menlu tdk kompetensi pajang formalitas presiden
@dinopattidjalal @vaniepink @Kemlu_RI @Menlu_RI Krn Menlu RI saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden.,krn menlu tdk kompetensi pajang formalitas presiden
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Masih tahun 2021 di kalender beliau,kalender beliau
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Kami tidak heran pada kebijakan menlu yg mengherankan karena memang tak perlu diherankan lagi. Keheranan hanya ada pada dipilihnya dia sebagai menlu terheran di negeri penuh pengheranan https://t.co/Pvh5CRw177,heran bijak menlu heran heran heran pilih menlu heran negeri penuh heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena beliau memahami bahwa kalau tidak mampu dan menguasai suatu bidang lebih baik diam pak ,beliau paham kuasa bidang diam
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Dikomen gini sama dubes... malu sih gue,dikomen gin dubes malu sih
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Ajaib Menlu kok bahas Pilkada bukannya itu bagiannya Mendagri??,ajaib menlu bahas pilkada bagi mendagri
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu RI sedang sibuk akomodir pilkada oleh DPRD Jangan diganggu pak.,menlu sibuk akomodir pilkada dprd ganggu
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau pak Menlu Sugiono slow response kalau masalah begini Kalau wacana presiden dipilih langsung oleh DPR baru beliau memberikan tanggapan ,menlu sugiono slow response wacana presiden pilih langsung dpr beliau tanggap
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Jauh kalah gercep ma PM malaysia yg sat set,kalah gercep malaysia sat set
@DrRizalSukma @fernandesu00 @dinopattidjalal @Kemlu_RI @Menlu_RI Ini eranya heran. Sebelumnya era kaget.,era heran era kaget
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Menlu fokus mendukung Pilkada dipilih langsung oleh DPRD,menlu fokus dukung pilkada pilih langsung dprd
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Heran masih minyak aja jadi penyebabnya Tweet https://t.co/XbHrZEP8rF,heran minyak sebab tweet
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nanti tidak dibagi kue https://t.co/eSsg3LWxYc,takut bagi kue
@dinopattidjalal @Kemlu_RI @Menlu_RI Sabar Pak sebentar lagi ada pidato Presiden Kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing. Saya siap berkorban siap mati untuk rakyat ,sabar sebentar pidato presiden bangsa pecah belah antek antek asing korban mati rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Sabar Pak sebentar lagi ada pidato Presiden Kita ini bangsa besar jangan sampai dipecah belah oleh antek antek asing. Saya siap berkorban siap mati untuk rakyat ,sabar sebentar pidato presiden bangsa pecah belah antek antek asing korban mati rakyat
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Intinya mbg solusinya,inti mbg solusi
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak kualitas orang di kemenhan saja diragukan dengan masuknya artis sebagai bagian dari mereka. Kebayangkan integritas mereka spt apa. Yakin mereka bisa melindungi negara dan menjaga rahasia negara? Makanya Kemenlu ga mau ambil resiko.,kualitas orang kemenhan ragu masuk artis bayang integritas spt lindung negara jaga rahasia negara kemenlu ambil resiko
@dinopattidjalal @AnisSholehB @Kemlu_RI @Menlu_RI Tuan Anwar Ibrahim dan Malaysia lebih berani lebih berwibawa dan terhormat mungkin Malaysia justru yang bangsa yang besar,tuan anwar ibrahim malaysia berani wibawa hormat malaysia bangsa
@dinopattidjalal @Kemlu_RI @Menlu_RI Maaf pak beliau kerjaan utamanya Sekjen Partai Menlu mah kerjaan sampingan masih berharap?,maaf beliau kerja utama sekjen partai menlu kerja samping harap
@himawansugeha95 @dinopattidjalal @Kemlu_RI @Menlu_RI Beda banget sih Pak https://t.co/Y3eV7vCLpA,beda banget sih
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangankan ambil sikap kpd admin dunia pak. Ambil sikap kpd admin Asia yg ingin mengklaim Natuna aja gak bisa. Terbukti pengiriman T-50i dari Korsel tertunda krn pemerintah ingin pespur tersebut transit dulu ke admin Asia. Padahal admin Asia gak mempermasalahkan transit ke Taiwan,ambil sikap kpd admin dunia ambil sikap kpd admin asia klaim natuna bukti kirim korsel tunda krn perintah pespur transit admin asia admin asia masalah transit taiwan
@dinopattidjalal @Kemlu_RI @Menlu_RI Anak idiologis biji peler satu,anak idiologis biji peler
@dinopattidjalal @Kemlu_RI @Menlu_RI Karna Indonesia udh jual diri https://t.co/NUk41ZhzZk,karna indonesia udh jual
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI para mantan dubes terheran heran ,mantan dubes heran heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Ketika rakyat Gaza dibantai zionist apakah ada pernyataan mengutuk dari pemerintahan Indonesia? Pemerintahan kucing ompong,rakyat gaza bantai zionist nyata kutuk perintah indonesia perintah kucing ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI menlu malah tugasnya blusukan ke daerah ngurusin pengungsi bencana badan &amp; kementerian kabinet badut emang ga tau mana tugas dan kewajibannya masing2. mending turu.,menlu tugas blusukan daerah ngurusin ungsi bencana badan amp menteri kabinet badut emang tau tugas wajib mending turu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo emng di kalender beliau msih covid soal ny msih 2021,emng kalender beliau msih covid msih
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI PBB bukan organisasi perdamaian pbb cuma jadi organisasi amerika jadi gak usah terlalu memuja pbb,pbb organisasi damai pbb organisasi amerika puja pbb
@dinopattidjalal @Kemlu_RI @Menlu_RI Setuju 1000% pak Dino Sepertinya pemimpin2 di negara ini sekarang penakut...padahal jika puhak asing manapun mengusik Indonesia..bisa dipastikan 1000% rakyat ikut turun berperang...kita semua punya genetika keberanian melawan yang menindas...siapapun itu.,tuju dino pimpin negara takut puhak asing mana usik indonesia rakyat turun perang genetika berani lawan tindas
@HirooAPG @dinopattidjalal @Kemlu_RI @Menlu_RI Exacly,exacly
@ubedasy @dinopattidjalal @Kemlu_RI @Menlu_RI Nothing,nothing
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang bisa diharapkan dari orang ini sbg MenLu!?,harap orang sbg menlu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Bangun tidur dikasih laporan : AMAN PAK bobo lagi,bangun tidur kasih lapor aman bobo
@dinopattidjalal @Kemlu_RI @Menlu_RI Bukankah RI saat ini justru menjadi contoh negara di dunia yg kehilangan martabat dan harga diri di panggung internasional? Harusnya kita bangga dong ya baru kali ini di era kepemimpinan saat ini ada yg bisa dicontoh dari RI oleh negara² lain. Contoh yg salah tapi... ‍‍️,contoh negara dunia hilang martabat harga panggung internasional bangga kali era pimpin contoh negara contoh salah
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Kan hapenya dipegang buna. Gak boleh main HP kalo belum dapat nilai bagus ,hapenya pegang buna main kalo nilai bagus
@dinopattidjalal @Kemlu_RI @Menlu_RI hahahahahahhaa... setuju Mas Menteri.. SAMA SEKALI TIDAK MENYEBUT AMERIKA SERIKAT!!! Menlu kita sekarang memang PENGECUT!!! Cerminan atasan?,hahahahahahhaa tuju mas menteri sebut amerika serikat menlu kecut cermin atas
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan Israel udah investasi besar di Indo sampai ada 50 visa itu. Kata prubowo kekuatan Aseng makanya kelakuan pejabat ama polri kaya yahudi semua...,israel udah investasi indo visa prubowo kuat aseng laku jabat ama polri kaya yahudi
@dinopattidjalal @Kemlu_RI @Menlu_RI GARIS BESARNYA APAKAH YG MAU DI HARAPKAN DARI PENGUASA HASIL PEMILU CURANG 2024 LALU ...? SAYA LIHAT HAMPIER TIDAK ADA KEBIJAKAN YG JUJUR... REGULASINYA BAU BUSUK SYARAT KEPENTINGAN POLITIK KEKUASAAN ... PAGAR LAUT ? RIZA CHALID ? KUOTA HAJI ? JUDOL ? GRATIF JET KAESANG ? DLL ?,garis besar harap kuasa hasil milu curang lihat hampier bijak jujur regulasi bau busuk syarat penting politik kuasa pagar laut riza chalid kuota haji judol gratif jet kaesang
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya bingung ga tahu mau ngomong apa krn belum ada komando dr bosnya utk berbicara langsung krn bosnya tell me alias makin lambat daya pikirnya... Akhirnya chatbot yg disuruh komen...,menlunya bingung ngomong krn komando bos utk bicara langsung krn bos tell alias lambat daya pikir chatbot suruh komen
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Jadi boleh ya kalo wowok dihilangkan kek Mahasiswa ?,kalo wowok hilang kek mahasiswa
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/wx6zeSFScR,
@dinopattidjalal @Kemlu_RI @Menlu_RI apakah kita sudah menjadi budak Amerika dan bersikap budeg pada hal-hal yang tak sesuai dengan hukum internasional yang dilakukan oleh Amerika?,budak amerika sikap budeg sesuai hukum internasional amerika
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Dasar tidak patriotik! Ini soal sikap kita bangsa bezaaaaaar! https://t.co/Afavsvwko2,dasar patriotik sikap bangsa bezaaaaaar
@dinopattidjalal @Kemlu_RI @Menlu_RI Negeri dg pejabat inkompeten,negeri jabat inkompeten
@dinopattidjalal @Kemlu_RI @Menlu_RI Dia itu bukan Menlu tapi ketua RT,menlu ketua
@vladsyarif13 @dinopattidjalal @Kemlu_RI @Menlu_RI Macan Asia: https://t.co/4UXPmMx3GK,macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI terlihat serupa dgn statement PM Malaysia,dgn statement malaysia
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/g8qE4LqQ0G,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya kira semua org memang perlu berhati-hati berkomentar mengenai perkembangan terakhir di Venezuela karena kita tidak bisa cuma fokus pada kejadian terbaru ada rentetan peristiwa sebelumnya yang perlu dicermati untuk sampai pada satu kesimpulan final.,org hati hati komentar kembang venezuela fokus jadi baru rentet peristiwa cermat simpul final
@dinopattidjalal @Kemlu_RI @Menlu_RI AS telah melanggar tata tertib pergaulan internasional dan kalau RI tidak bereaksi keras RI hanyalah macan ompong bukan macan asia ,langgar tata tertib gaul internasional reaksi keras macan ompong macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI Padahal Indonesia bukan sekedar pemain Global South. @Prabowo sendiri yang menawarkan Indonesia sbg bridge builder North-South. Nampaknya akan ada harga yang harus dibayar oleh @POTUS untuk Indonesia terkait diamnya Indonesia.,indonesia dar main global south tawar indonesia sbg bridge builder north south nampaknya harga bayar indonesia kait diam indonesia
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut sama @realDonaldTrump https://t.co/qr248e0yPy,takut
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan heran istilahnya beliau tidak percaya diri beneran ,heran istilah beliau percaya beneran
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Wamenlu nya ada 2 gak pernah kedengeran,wamenlu kedengeran
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon diplomat nyata beda dgn singapore
@dinopattidjalal @Kemlu_RI @Menlu_RI Salute sama PM Malaysia. Tegas!,salute malaysia
@NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@GunGuna0446496 @dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Gara gara 58 hanya omon omon,gara gara omon omon
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah mana berani sama asing,berani asing
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Wong pancen anak magang ,pancen anak magang
@dinopattidjalal @Kemlu_RI @Menlu_RI Mungkin masih menunggu petunjuk ketua partai. Kebanyakan pejabat yg notabene anggota suatu partai politik 'mengembik' apa kata sang ketua partai. Ini menurut keyakinan saya.,tunggu tunjuk ketua partai banyak jabat notabene anggota partai politik embik sang ketua partai yakin
@dinopattidjalal @Kemlu_RI @Menlu_RI Aduh kok pake heran sih pak heran mah kalo cepet tanggap dan buat statement tegas.Kalo begini mah ga usah heran wong memang biasanya pun begitu kok.,aduh pake heran sih heran kalo cepet tanggap statement kalo heran
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 https://t.co/1D21ldHMd6,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya berbeda pendapat Pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara Pada kasus kasus krusial SANGAT TEPAT sikap menlu (dan pak presiden @prabowo ) untuk sangat berhati hati sebelum membuat pernyataan Pantau dulu perkembangan nya. Perubahan,beda dapat nyata resmi menteri negeri parameter resmi sikap negara krusial sikap menlu presiden hati hati nyata pantau kembang ubah
@dinopattidjalal @Kemlu_RI @Menlu_RI Kita ini bangsa yang besar.. ucap si macan ompong,bangsa macan ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon diplomat nyata beda dgn singapore
@dinopattidjalal @Kemlu_RI @Menlu_RI Sesungguhnya... DONALD TRUMP itu sedang membangkitkan PERANG SALIB perang sesama Imperium KARESTEN lalu Ummat Yesus Allaihissalam dan Muhammad SAW dijadikan korban Kolonial APEK: Asosiasi Penjajah Karesten Tentunyaahh..,sungguh donald trump bangkit perang salib perang imperium karesten ummat yesus allaihissalam muhammad saw jadi korban kolonial apek asosiasi jajah karesten tentunyaahh
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini terlalu berisiko merusak hubungan bilateral. Untuk menjaga netralitas diplomatik hindari konfrontasi lgsg &amp; fokus pada prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai POLICY LN RO,analisis dasar nyata resmi kemlu berita kini risiko rusak hubung bilateral jaga netralitas diplomatik hindar konfrontasi lgsg amp fokus prinsip sptkedaulatan target spesifik sesuai policy
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/nzD8OYlrO6 Malaysia lebih progesif.,malaysia progesif
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya Prihatin...Kata pak SBY.,prihatin sby
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada minyak RI di Venezuela..... ko @prabowo @bahlillahadalia @KementerianESDM @Menlu_RI @MyPertaminaID pada diam. https://t.co/rDZbtmQL3C,minyak venezuela diam
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nego tarif dagang gagal pdhl ga nguntungin sama sekali jg. Wkwk,takut nego tarif dagang gagal pdhl nguntungin wkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak Macan Asia Menjadi presiden... kita takut dengan negara lain.. kita takut untuk menangkap koruptor. kita takut menangkapa pelaku pembalakan liar. kita takut ketika rakyat menjadi kritis dan pandai.. itulah kita hidup.. Jokowi....,macan asia presiden takut negara takut tangkap koruptor takut menangkapa laku bala liar takut rakyat kritis pandai hidup jokowi
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,pattidjalal pura pura tau nyata menlu tuju presiden tau bicara mata presiden dgn donal trum bocor mic amp viral medsos
@dinopattidjalal @Kemlu_RI @Menlu_RI Mental JONGOS disuruh berani.. Mana mungkin..,mental jongos suruh berani
@namazu_sensei @dinopattidjalal @Kemlu_RI @Menlu_RI Radanya ini.benar banget ,rada banget
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Loh si pigai sudah packing koper padahal mo ke new york,pigai packing koper new york
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Jangan lupa openingnya: heey antek antek asing! ,lupa openingnya heey antek antek asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Sekelas pak Dino aja heran lhooo....,kelas dino heran lhooo
@dinopattidjalal @Kemlu_RI @Menlu_RI gimana mo jadi 5 super power dunia,gimana super power dunia
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya ngurusin Pilkada,menlunya ngurusin pilkada
@dinopattidjalal @Kemlu_RI @Menlu_RI he s busy ngapa2in Pilkada pls don t disturb him,busy ngapain pilkada pls don disturb him
@KangSemproel @NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@ditoradhyaa @yudhis147 @dinopattidjalal @Kemlu_RI @Menlu_RI Sebagai Menlu RI (1999-2001) di era Gus Dur prestasi Alwi Shihab meliputi: - Memperbaiki hubungan bilateral Indonesia-Portugal diakui dengan penghargaan dari Presiden Portugal (2012). - Menjadi utusan khusus ke Timur Tengah &amp; Organisasi Konferensi Islam untuk diplomasi. -,menlu era gus dur prestasi alwi shihab liput baik hubung bilateral indonesia portugal aku harga presiden portugal utus khusus timur amp organisasi konferensi islam diplomasi
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/OTlX0a2Hqy,
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak kapan pemerintah kita berani?? mereka mah beraninya ama warga sendiri doang ama bule di bali aja diinjek injek gak ngelawan,perintah berani berani ama warga doang ama bule bal diinjek injek ngelawan
@RencanaTrading @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg mau diharapkan dr menlu sekarang yg tidak punya stance,harap menlu stance
@dinopattidjalal @Kemlu_RI @Menlu_RI Apakah : USA menyodorkan konsep perencanaan pilpres 2024 berikut jajaran kabinetnya bila 02 menang ?? Apakah ada kontribusi dana dari sana jg ?,usa sodor konsep rencana pilpres jajar kabinet menang kontribusi dana
@dinopattidjalal @Kemlu_RI @Menlu_RI Benar.. menlu kita banyak diamnya. Kemungkinan ga paham juga apa yg mau dia omongin,menlu diam paham omongin
@dinopattidjalal @Kemlu_RI @Menlu_RI Betul pak. Padahal KITA BANGSA YANG BESAR! ,bangsa
@dinopattidjalal @Kemlu_RI @Menlu_RI Bapak heran pernyataan seperti ini keluar dari kementerian yang dipimpin orang tidak capable &amp; kompeten? FORKS FOUND IN THE KITCHEN DUH PAK https://t.co/NFGVWwqGho,heran nyata menteri pimpin orang capable amp kompeten forks found the kitchen duh
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan malu malu kalau dukung trump serang negara besar sampaikan saja. Hidup trumph !,malu malu dukung trump serang negara hidup trumph
@dinopattidjalal @Kemlu_RI @Menlu_RI Harga diri nyangkut terbawa banjir bandang dia Aceh Tamiang,harga nyangkut bawa banjir bandang aceh tamiang
@dinopattidjalal @Kemlu_RI @Menlu_RI saya juga heran pak,heran
@rizkydika_ @dinopattidjalal @Kemlu_RI @Menlu_RI Level Camat aja belom ...,level camat bom
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau tindakan tersebut dibenarkan. Bisa kejadian juga thailand culik perdana mentri kamboja?,tindak benar jadi thailand culik perdana tri kamboja
@erlangga_tsu @dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini menyebut Amerika Serikat bisa memperkuat sikap bebas aktif Indonesia seperti kritik terhadap invasi Iraq dulu tapi juga berisiko merusak hubungan bilateral. Kemungkinan alasan tidak disebut:,analisis dasar nyata resmi kemlu berita kini sebut amerika serikat kuat sikap bebas aktif indonesia kritik invasi iraq risiko rusak hubung bilateral alas
@dinopattidjalal @Kemlu_RI @Menlu_RI Maklum lah Pak Dino menlu skrg kan titipan ,maklum dino menlu skrg titip
@dinopattidjalal @Kemlu_RI @Menlu_RI mungkin takut juga https://t.co/ezUOy5YItv,takut
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Hehehe kalimat itu kaya di ulang2 kaya kaset ya Belum ada kalimat baru kaya nya. Antek asing yg merusak bangsa kita . Padahal yg korup orang indonesia bukan bangsa asing,hehehe kalimat kaya ulang kaya kaset kalimat kaya antek asing rusak bangsa korup orang indonesia bangsa asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Negara ini beraninya sama rakyat sendiri doang,negara berani rakyat doang
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan emang antek antek aseng,emang antek antek aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut dihajar sama tarif Pak ,takut hajar tarif
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak jangan ikut2 lcampur soal penangkapan Nicolas. Bisa2 Indonesia di persulit oleh Amerika. Terutama Ekspor2 Indonesia masuk ke Amerika. Bapak sebagai mantan dubes harus paham soal seluk beluk Amerika. Indonesia sebagai negara miskin masih ketergantungan dr USA.,lcampur tangkap nicolas indonesia sulit amerika ekspor indonesia masuk amerika mantan dubes paham seluk beluk amerika indonesia negara miskin gantung usa
@dinopattidjalal @Kemlu_RI @Menlu_RI kalo kowi nyebut kk besar kalo kowo nyebut Negara sahabat lahan aja di obral yg penting bisa ngutang yg bayar tinggal nyekik rakyat,kalo kowi nyebut kalo kowo nyebut negara sahabat lahan obral ngutang bayar tinggal nyekik rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Dah pada ngeri sekelas presiden aja bisa dicokok malem2 dlm hitungan jam aplg menteri.....buat US bisa secepat bersin doang. Selama rakyat tdk mendukung penguasanya maka asing mampu spt itu. Kita bisa liat skrg bgmn penguasa memperlakukan rakyatnya...,dah ngeri kelas presiden cokok malem dlm hitung jam aplg menteri cepat bersin doang rakyat tdk dukung kuasa asing spt liat skrg bgmn kuasa laku rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI call out pak jangan-jangan udah kena influence antek aseng,call out udah kena influence antek aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Penguasanya chicken shit... Level ayam sayur mau berharap apa bang...???,kuasa chicken shit level ayam sayur harap bang
@dinopattidjalal @Kemlu_RI @Menlu_RI Gak masuk wa grup pak makanya binggung. ,masuk grup binggung
@dinopattidjalal @Kemlu_RI @Menlu_RI Berarti politik bebas aktifnya diterjemahkan seperti realpolitik/ politik pragmatis,politik bebas aktif terjemah realpolitik politik pragmatis
@dinopattidjalal @Kemlu_RI @Menlu_RI MUNGKIN PRESIDEN PRABOWO JUGA DAG DIG DUG... MENDING NYURUH MENLU JANGAN BANYAK KOMENTAR KETIMBANG BESOK MALAM GILIRAN GUA DI CIDUK JUGA KAYAK MADURO,presiden prabowo dag dig dug mending nyuruh menlu komentar ketimbang besok malam gilir ciduk kayak maduro
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Lagi ngarang pidato yg bagus supaya bisa didengar seluruh dunia kalo presiden kita jago berpidato soal omon-omon pejabat pemerintah Indonesia jagonya,ngarang pidato bagus dengar dunia kalo presiden jago pidato omon omon jabat perintah indonesia jago
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Insya Allah weekend ini kak taunya. Kan weekend kemarin update info yg minggu sebelumnya. Sabar ya kak satu satu. Maklum presiden lansia. Screentime juga dibatasi sama ibu negara,insya allah weekend kak tau weekend kemarin update info minggu sabar kak maklum presiden lansia screentime batas negara
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,pattidjalal pura pura tau nyata menlu tuju presiden tau bicara mata presiden dgn donal trum bocor mic amp viral medsos
